Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
TATAMOTORS,EQ,31-May-2012,243.05,237.9,239.1,230.3,233.6,233.0,234.46,37435731,8777363108.1,327000
TATAMOTORS,EQ,01-Jun-2012,233.0,235.0,236.0,222.55,223.05,224.55,230.36,23853819,5495014673.1,224290
TATAMOTORS,EQ,04-Jun-2012,224.55,220.35,230.4,217.25,229.3,228.85,225.49,18440204,4158103722.15,181798
TATAMOTORS,EQ,05-Jun-2012,228.85,228.2,229.35,221.05,221.6,221.65,224.8,15397005,3461180694.0,151272
TATAMOTORS,EQ,06-Jun-2012,221.65,223.15,236.4,223.15,233.65,234.4,231.51,26730021,6188388301.15,244625
TATAMOTORS,EQ,07-Jun-2012,234.4,235.55,238.9,232.05,236.3,236.45,235.73,13589288,3203374440.2,177647
TATAMOTORS,EQ,08-Jun-2012,236.45,234.0,239.95,232.9,239.7,239.2,235.78,10370787,2445222207.0,108144
TATAMOTORS,EQ,11-Jun-2012,239.2,241.0,243.95,233.6,235.05,235.5,239.93,9868143,2367632729.4,128302
TATAMOTORS,EQ,12-Jun-2012,235.5,232.7,243.8,232.55,242.9,242.95,238.78,12949161,3091983623.65,144848
TATAMOTORS,EQ,13-Jun-2012,242.95,244.0,244.0,236.25,237.35,237.4,238.6,9855791,2351567210.0,111267
TATAMOTORS,EQ,14-Jun-2012,237.4,238.0,239.45,225.6,226.8,226.7,231.38,12660831,2929458662.7,147148
TATAMOTORS,EQ,15-Jun-2012,226.7,228.1,241.45,228.1,239.5,240.3,236.33,16396352,3874890416.7,176851
TATAMOTORS,EQ,18-Jun-2012,240.3,243.0,248.0,234.25,238.5,237.95,241.54,18164571,4387510773.4,190999
TATAMOTORS,EQ,19-Jun-2012,237.95,239.0,242.6,236.25,238.4,238.15,239.26,10439657,2497745722.35,135541
TATAMOTORS,EQ,20-Jun-2012,238.15,241.0,247.4,240.0,245.4,245.95,244.69,13169322,3222357146.35,138758
TATAMOTORS,EQ,21-Jun-2012,245.95,244.95,249.8,242.65,248.0,248.2,246.25,11224327,2763986514.05,105663
TATAMOTORS,EQ,22-Jun-2012,248.2,244.85,251.2,242.3,247.0,247.1,246.95,12861789,3176274789.5,127473
TATAMOTORS,EQ,25-Jun-2012,247.1,248.4,251.9,245.0,245.5,246.2,248.93,11353072,2826151856.55,111600
TATAMOTORS,EQ,26-Jun-2012,246.2,245.5,248.8,244.1,246.7,246.7,246.98,4812673,1188646530.15,56208
TATAMOTORS,EQ,27-Jun-2012,246.7,248.0,249.15,238.25,238.9,239.2,242.14,9252334,2240385702.05,93360
TATAMOTORS,EQ,28-Jun-2012,239.2,238.8,242.0,232.75,240.3,240.35,237.51,14726077,3497534554.75,113171
TATAMOTORS,EQ,29-Jun-2012,240.35,243.0,246.25,240.5,241.95,242.45,243.48,13145042,3200583503.95,147537
TATAMOTORS,EQ,02-Jul-2012,242.45,239.75,242.45,237.55,237.8,237.95,239.49,9226173,2209599876.2,94056
TATAMOTORS,EQ,03-Jul-2012,237.95,240.35,241.4,235.1,237.6,237.55,237.86,9144318,2175112198.05,122379
TATAMOTORS,EQ,04-Jul-2012,237.55,238.15,241.25,235.55,236.5,236.2,237.88,10541013,2507547245.7,130369
TATAMOTORS,EQ,05-Jul-2012,236.2,236.2,240.65,234.55,239.35,240.0,238.01,11400793,2713486292.3,115270
TATAMOTORS,EQ,06-Jul-2012,240.0,241.0,243.7,237.4,240.6,240.65,241.65,12310003,2974739935.95,106329
TATAMOTORS,EQ,09-Jul-2012,240.65,238.2,243.3,238.2,240.4,240.85,241.37,10221053,2467080363.3,102060
TATAMOTORS,EQ,10-Jul-2012,240.85,242.45,248.4,241.85,246.25,246.5,245.95,12445794,3061077089.45,136682
TATAMOTORS,EQ,11-Jul-2012,246.5,244.3,246.3,239.8,241.0,241.45,242.24,8699929,2107482059.6,122124
TATAMOTORS,EQ,12-Jul-2012,241.45,240.5,240.8,235.8,236.25,236.8,237.62,9412858,2236672843.8,81839
TATAMOTORS,EQ,13-Jul-2012,236.8,236.0,238.5,234.25,236.0,235.95,236.51,8215071,1942916188.15,70743
TATAMOTORS,EQ,16-Jul-2012,235.95,237.5,238.3,228.6,228.8,229.25,233.43,8649159,2018939231.75,82243
TATAMOTORS,EQ,17-Jul-2012,229.25,231.9,232.35,225.25,225.9,225.9,228.61,11887659,2717673019.6,112571
TATAMOTORS,EQ,18-Jul-2012,225.9,223.75,223.9,218.4,221.5,221.6,221.08,11771162,2602320544.05,155088
TATAMOTORS,EQ,19-Jul-2012,221.6,224.5,226.5,223.8,225.0,224.8,225.28,6606574,1488303719.45,71381
TATAMOTORS,EQ,20-Jul-2012,224.8,224.0,225.45,222.05,223.7,223.4,223.62,3899157,871934857.6,42482
TATAMOTORS,EQ,23-Jul-2012,223.4,220.9,221.0,215.0,215.6,216.05,217.87,5700081,1241897579.75,73780
TATAMOTORS,EQ,24-Jul-2012,216.05,216.5,217.8,213.35,216.0,215.85,215.52,7290178,1571202091.05,61015
TATAMOTORS,EQ,25-Jul-2012,215.85,213.7,215.2,211.1,212.95,213.0,212.95,6727477,1432589451.4,81706
TATAMOTORS,EQ,26-Jul-2012,213.0,212.1,213.3,203.05,206.0,205.1,207.56,14417520,2992492284.95,101372
TATAMOTORS,EQ,27-Jul-2012,205.1,210.5,215.4,209.2,212.85,212.85,212.9,11726479,2496589552.55,105398
TATAMOTORS,EQ,30-Jul-2012,212.85,216.4,222.8,215.35,221.0,221.7,219.57,8997520,1975555060.4,114553
TATAMOTORS,EQ,31-Jul-2012,221.7,222.0,227.0,217.15,226.1,226.25,223.07,11178071,2493544797.9,91654
TATAMOTORS,EQ,01-Aug-2012,226.25,224.55,229.7,223.2,227.2,227.35,227.19,10315320,2343551259.5,72958
TATAMOTORS,EQ,02-Aug-2012,227.35,226.1,227.0,221.6,222.5,222.7,223.22,5747058,1282864829.1,55915
TATAMOTORS,EQ,03-Aug-2012,222.7,221.0,222.0,216.15,221.1,220.95,219.04,7250108,1588028135.8,77017
TATAMOTORS,EQ,06-Aug-2012,220.95,226.5,229.95,226.1,229.05,229.05,228.35,7516128,1716338096.35,74922
TATAMOTORS,EQ,07-Aug-2012,229.05,231.35,239.5,231.1,238.55,238.8,236.5,12147306,2872806114.65,106949
TATAMOTORS,EQ,08-Aug-2012,238.8,240.15,245.8,239.7,239.9,241.5,242.83,14943761,3628813466.25,117206
TATAMOTORS,EQ,09-Aug-2012,241.5,242.4,246.0,231.65,241.4,239.3,238.84,29371996,7015246533.15,287904
TATAMOTORS,EQ,10-Aug-2012,239.3,236.3,236.9,230.75,231.55,231.95,233.18,11091669,2586346672.85,121221
TATAMOTORS,EQ,13-Aug-2012,231.95,231.1,231.5,223.7,228.5,228.25,227.07,9061261,2057576423.3,100808
TATAMOTORS,EQ,14-Aug-2012,228.25,227.5,235.9,227.5,235.8,235.0,232.81,8451585,1967603845.75,92913
TATAMOTORS,EQ,16-Aug-2012,235.0,235.05,239.75,232.2,235.7,235.45,237.31,11955624,2837134206.35,99733
TATAMOTORS,EQ,17-Aug-2012,235.45,236.7,243.3,236.55,240.3,240.2,241.06,12680436,3056730613.85,108397
TATAMOTORS,EQ,21-Aug-2012,240.2,241.1,247.25,241.1,246.5,246.2,245.48,9855866,2419424031.15,106948
TATAMOTORS,EQ,22-Aug-2012,246.2,244.65,249.9,244.0,248.3,248.1,247.84,8687004,2152955311.65,75271
TATAMOTORS,EQ,23-Aug-2012,248.1,247.5,248.3,243.6,244.75,245.3,246.0,10533505,2591247274.2,86999
TATAMOTORS,EQ,24-Aug-2012,245.3,243.0,248.45,241.4,245.45,246.05,244.8,8538695,2090237323.5,98865
TATAMOTORS,EQ,27-Aug-2012,246.05,245.9,246.7,240.2,240.55,241.05,242.69,6625932,1608030488.7,81734
TATAMOTORS,EQ,28-Aug-2012,241.05,239.4,240.4,235.15,237.1,237.3,237.98,7017548,1670053134.9,74505
TATAMOTORS,EQ,29-Aug-2012,237.3,237.0,237.0,232.1,234.25,233.4,234.33,6382909,1495693714.55,64875
TATAMOTORS,EQ,30-Aug-2012,233.4,231.15,239.2,229.8,238.0,236.75,235.22,8860039,2084068048.6,85309
TATAMOTORS,EQ,31-Aug-2012,236.75,236.6,238.2,230.65,234.2,234.3,234.08,6808837,1593839532.8,73870
TATAMOTORS,EQ,03-Sep-2012,234.3,236.2,239.4,228.65,230.0,230.9,232.6,8902553,2070751669.6,85341
TATAMOTORS,EQ,04-Sep-2012,230.9,230.8,235.5,230.15,235.4,234.85,233.31,5942530,1386471103.85,65219
TATAMOTORS,EQ,05-Sep-2012,234.85,232.4,235.2,227.6,228.7,228.7,231.74,6115939,1417325610.1,66673
TATAMOTORS,EQ,06-Sep-2012,228.7,226.8,234.8,225.05,233.35,233.05,230.12,9223860,2122548575.75,97543
TATAMOTORS,EQ,07-Sep-2012,233.05,239.5,244.15,238.55,242.5,243.3,242.07,13269040,3212074411.45,174186
TATAMOTORS,EQ,08-Sep-2012,243.3,245.25,246.45,244.6,246.3,245.7,245.45,840820,206383121.2,8130
TATAMOTORS,EQ,10-Sep-2012,245.7,245.2,249.85,242.6,248.35,248.9,246.78,8861156,2186800054.55,103138
TATAMOTORS,EQ,11-Sep-2012,248.9,246.0,250.9,245.7,250.05,249.8,248.99,8792847,2189298366.6,98878
TATAMOTORS,EQ,12-Sep-2012,249.8,251.0,264.3,250.95,262.5,263.25,258.96,14770580,3824999183.55,130266
TATAMOTORS,EQ,13-Sep-2012,263.25,264.4,264.45,257.6,258.6,259.4,260.7,8408670,2192112227.7,95288
TATAMOTORS,EQ,14-Sep-2012,259.4,265.0,272.0,263.1,270.25,270.3,269.56,14806195,3991136565.0,156576
TATAMOTORS,EQ,17-Sep-2012,270.3,276.3,289.3,274.7,279.7,277.85,280.66,22186270,6226785341.55,199334
TATAMOTORS,EQ,18-Sep-2012,277.85,275.3,278.45,272.55,273.25,273.5,274.5,11855603,3254314502.85,122140
TATAMOTORS,EQ,20-Sep-2012,273.5,269.0,278.45,267.75,271.0,271.6,273.84,12521512,3428829729.55,136585
TATAMOTORS,EQ,21-Sep-2012,271.6,272.5,277.2,270.9,275.1,275.45,274.46,13992313,3840297076.4,106717
TATAMOTORS,EQ,24-Sep-2012,275.45,274.8,279.9,272.3,273.35,273.7,275.56,11283875,3109392455.55,131445
TATAMOTORS,EQ,25-Sep-2012,273.7,274.2,275.9,266.5,268.9,268.9,270.04,6868567,1854765331.0,74324
TATAMOTORS,EQ,26-Sep-2012,268.9,266.7,268.45,262.4,262.85,263.1,264.98,6678232,1769564563.75,73664
TATAMOTORS,EQ,27-Sep-2012,263.1,264.25,267.2,258.6,260.4,259.8,262.95,10475216,2754491979.5,90993
TATAMOTORS,EQ,28-Sep-2012,259.8,264.2,272.0,263.15,267.05,267.55,269.14,11540212,3105939330.35,136563
TATAMOTORS,EQ,01-Oct-2012,267.55,268.0,276.2,268.0,274.45,274.7,273.08,9420145,2572464514.6,88596
TATAMOTORS,EQ,03-Oct-2012,274.7,275.0,276.0,270.2,273.0,273.5,273.1,9136919,2495327852.85,70558
TATAMOTORS,EQ,04-Oct-2012,273.5,275.25,279.0,273.15,273.35,274.3,276.46,7581304,2095891277.5,72562
TATAMOTORS,EQ,05-Oct-2012,274.3,276.5,282.5,219.45,281.5,280.55,278.7,17095335,4764484618.2,114300
TATAMOTORS,EQ,08-Oct-2012,280.55,281.45,283.7,271.0,271.95,272.45,277.05,7590848,2103010115.6,76338
TATAMOTORS,EQ,09-Oct-2012,272.45,275.2,278.25,266.1,269.55,269.7,272.07,7864528,2139704818.2,67584
TATAMOTORS,EQ,10-Oct-2012,269.7,267.1,273.0,266.6,267.8,267.45,269.62,7367679,1986462154.75,61519
TATAMOTORS,EQ,11-Oct-2012,267.45,268.7,274.9,265.2,274.4,273.8,270.49,7852281,2123966846.25,68305
TATAMOTORS,EQ,12-Oct-2012,273.8,273.8,274.35,269.9,271.3,271.25,272.38,7520471,2048460282.05,85296
TATAMOTORS,EQ,15-Oct-2012,271.25,270.65,271.25,266.2,269.1,269.4,268.91,4752062,1277870384.95,56116
TATAMOTORS,EQ,16-Oct-2012,269.4,265.0,265.95,261.2,262.9,262.3,263.9,9523954,2513388718.4,100463
TATAMOTORS,EQ,17-Oct-2012,262.3,265.0,267.7,261.0,264.6,264.9,264.04,7572668,1999464884.5,72567
TATAMOTORS,EQ,18-Oct-2012,264.9,266.0,271.8,266.0,270.35,270.25,269.24,6627970,1784531324.55,78290
TATAMOTORS,EQ,19-Oct-2012,270.25,270.0,273.4,266.55,268.8,269.0,269.95,3928926,1060632105.6,46305
TATAMOTORS,EQ,22-Oct-2012,269.0,267.5,268.7,264.6,267.9,267.05,266.57,4470904,1191828851.1,38779
TATAMOTORS,EQ,23-Oct-2012,267.05,266.0,267.15,263.1,264.5,264.6,264.98,3120635,826906364.55,40464
TATAMOTORS,EQ,25-Oct-2012,264.6,264.6,265.55,260.25,262.0,261.25,262.02,7531977,1973551138.05,86344
TATAMOTORS,EQ,26-Oct-2012,261.25,260.4,264.2,259.1,261.6,261.5,261.89,3586484,939280204.8,58017
TATAMOTORS,EQ,29-Oct-2012,261.5,262.1,264.35,254.2,256.05,256.75,258.25,4690571,1211324149.8,57506
TATAMOTORS,EQ,30-Oct-2012,256.75,257.15,257.75,245.0,247.3,247.65,249.28,9560952,2383345353.65,83460
TATAMOTORS,EQ,31-Oct-2012,247.65,248.0,255.3,247.75,254.5,254.75,252.03,9122998,2299289010.05,93739
TATAMOTORS,EQ,01-Nov-2012,254.75,257.0,269.55,257.0,266.05,267.45,264.69,10469697,2771243527.45,112429
TATAMOTORS,EQ,02-Nov-2012,267.45,272.0,272.0,265.1,270.35,270.05,268.47,11070892,2972147269.05,138525
TATAMOTORS,EQ,05-Nov-2012,270.05,270.0,274.7,266.55,269.1,269.8,270.49,7809272,2112343198.1,118420
TATAMOTORS,EQ,06-Nov-2012,269.8,269.0,272.45,265.1,266.9,266.95,267.87,9567826,2562958957.1,98768
TATAMOTORS,EQ,07-Nov-2012,266.95,266.8,273.35,266.55,268.5,269.35,270.16,9676685,2614301477.75,113444
TATAMOTORS,EQ,08-Nov-2012,269.35,267.5,285.5,265.3,284.2,283.95,279.73,24412617,6828825026.3,220726
TATAMOTORS,EQ,09-Nov-2012,283.95,284.0,284.6,279.1,280.9,280.6,281.58,7187592,2023847107.35,93257
TATAMOTORS,EQ,12-Nov-2012,280.6,278.95,283.9,278.1,280.9,280.75,280.65,6932770,1945647498.4,70187
TATAMOTORS,EQ,13-Nov-2012,280.75,281.0,281.8,276.75,277.25,277.55,278.74,1145124,319196170.65,14377
TATAMOTORS,EQ,15-Nov-2012,277.55,273.0,274.8,269.8,272.5,272.25,271.99,13068896,3554630606.7,136232
TATAMOTORS,EQ,16-Nov-2012,272.25,273.0,274.3,263.0,263.3,265.0,268.62,7322124,1966841574.7,84500
TATAMOTORS,EQ,19-Nov-2012,265.0,265.25,267.15,262.0,264.25,264.1,264.55,6616959,1750511246.55,82397
TATAMOTORS,EQ,20-Nov-2012,264.1,268.05,270.35,261.7,266.55,266.1,266.08,6864096,1826369306.85,69986
TATAMOTORS,EQ,21-Nov-2012,266.1,266.9,268.0,264.0,264.5,265.5,265.83,5284700,1404841435.9,78233
TATAMOTORS,EQ,22-Nov-2012,265.5,264.25,268.4,257.4,258.1,258.75,261.95,7511823,1967727862.8,92394
TATAMOTORS,EQ,23-Nov-2012,258.75,256.0,261.85,256.0,261.3,260.5,259.12,8493777,2200909854.2,103383
TATAMOTORS,EQ,26-Nov-2012,260.5,262.0,267.2,261.75,263.0,263.2,264.09,7629670,2014945146.2,76274
TATAMOTORS,EQ,27-Nov-2012,263.2,264.35,267.9,263.75,266.5,266.65,265.98,8474246,2253965043.85,86465
TATAMOTORS,EQ,29-Nov-2012,266.65,268.0,279.7,267.6,278.55,278.45,277.4,20010181,5550746415.6,163398
TATAMOTORS,EQ,30-Nov-2012,278.45,278.0,284.0,271.95,274.8,273.45,275.08,70995059,19529612290.1,308217
TATAMOTORS,EQ,03-Dec-2012,273.45,273.0,276.8,271.1,272.2,272.1,273.2,9636654,2632695641.25,113683
TATAMOTORS,EQ,04-Dec-2012,272.1,273.25,275.4,269.3,271.75,271.55,272.36,6715392,1829018825.5,72839
TATAMOTORS,EQ,05-Dec-2012,271.55,272.1,279.0,272.1,274.7,274.95,276.6,10577309,2925722308.3,143174
TATAMOTORS,EQ,06-Dec-2012,274.95,277.3,281.95,273.85,281.25,280.85,278.14,10561758,2937672100.7,130251
TATAMOTORS,EQ,07-Dec-2012,280.85,281.3,287.5,279.05,280.9,281.9,284.36,12808613,3642212854.1,129846
TATAMOTORS,EQ,10-Dec-2012,281.9,283.35,286.15,278.0,279.95,279.95,282.1,9514028,2683872505.3,105529
TATAMOTORS,EQ,11-Dec-2012,279.95,281.15,282.85,273.2,278.25,278.1,277.69,9015953,2503637185.95,109282
TATAMOTORS,EQ,12-Dec-2012,278.1,279.0,280.75,274.9,276.2,276.5,277.46,7634409,2118242900.55,93319
TATAMOTORS,EQ,13-Dec-2012,276.5,282.2,290.35,281.35,287.7,287.9,287.14,19468012,5590011223.15,197902
TATAMOTORS,EQ,14-Dec-2012,287.9,287.5,294.2,284.65,292.0,292.1,291.35,12250874,3569337452.1,118684
TATAMOTORS,EQ,17-Dec-2012,292.1,292.9,295.8,291.1,293.55,294.05,294.02,8295975,2439173492.5,116533
TATAMOTORS,EQ,18-Dec-2012,294.05,296.8,300.45,294.0,298.0,298.35,298.02,14461367,4309823161.45,127268
TATAMOTORS,EQ,19-Dec-2012,298.35,300.0,308.6,299.5,307.8,307.75,305.66,11633303,3555870263.7,119163
TATAMOTORS,EQ,20-Dec-2012,307.75,307.8,309.2,302.5,303.1,304.9,306.23,8080630,2474561903.3,79441
TATAMOTORS,EQ,21-Dec-2012,304.9,300.55,303.15,297.6,300.2,299.4,300.16,5434419,1631176252.0,96487
TATAMOTORS,EQ,24-Dec-2012,299.4,301.4,310.4,297.1,307.5,306.95,305.03,9826168,2997308378.0,83412
TATAMOTORS,EQ,26-Dec-2012,306.95,305.4,308.45,303.75,306.25,306.1,306.4,4828196,1479350411.7,47860
TATAMOTORS,EQ,27-Dec-2012,306.1,307.0,314.0,304.95,309.3,309.2,311.01,13097609,4073437649.95,113606
TATAMOTORS,EQ,28-Dec-2012,309.2,310.7,312.4,308.2,308.8,310.05,310.21,7580582,2351584142.6,76496
TATAMOTORS,EQ,31-Dec-2012,310.05,309.5,313.8,309.5,313.0,312.65,312.35,3537951,1105095504.1,43421
TATAMOTORS,EQ,01-Jan-2013,312.65,316.0,318.3,314.5,316.6,316.75,316.3,3938243,1245650349.65,42424
TATAMOTORS,EQ,02-Jan-2013,316.75,318.5,320.95,316.25,317.5,318.0,318.12,6855751,2180946395.5,79764
TATAMOTORS,EQ,03-Jan-2013,318.0,320.0,321.75,317.15,318.0,318.1,319.06,6099593,1946111010.75,72994
TATAMOTORS,EQ,04-Jan-2013,318.1,318.5,318.5,313.2,315.15,315.4,314.95,8870505,2793800806.6,79215
TATAMOTORS,EQ,07-Jan-2013,315.4,317.8,318.6,312.6,313.35,313.25,315.4,4890565,1542502680.85,68295
TATAMOTORS,EQ,08-Jan-2013,313.25,314.0,316.35,313.15,314.0,314.15,314.39,7226826,2272068170.2,69227
TATAMOTORS,EQ,09-Jan-2013,314.15,319.0,330.35,318.95,327.0,327.35,327.2,16501960,5399430590.25,228832
TATAMOTORS,EQ,10-Jan-2013,327.35,331.5,337.4,330.65,333.8,333.7,334.26,12617893,4217689100.05,147141
TATAMOTORS,EQ,11-Jan-2013,333.7,334.85,336.15,326.8,329.9,330.4,331.3,7289572,2414999293.1,80181
TATAMOTORS,EQ,14-Jan-2013,330.4,331.25,332.95,326.85,328.0,327.7,328.73,7133538,2345033813.95,74927
TATAMOTORS,EQ,15-Jan-2013,327.7,329.9,333.65,327.9,332.95,331.55,331.48,6718125,2226950292.65,81059
TATAMOTORS,EQ,16-Jan-2013,331.55,329.5,329.9,318.5,320.15,320.05,323.07,12610453,4074105179.8,108724
TATAMOTORS,EQ,17-Jan-2013,320.05,324.1,331.25,324.1,328.85,328.95,328.21,9952219,3266399474.25,102729
TATAMOTORS,EQ,18-Jan-2013,328.95,330.1,332.4,326.0,329.55,328.55,328.93,4962072,1632190580.65,73809
TATAMOTORS,EQ,21-Jan-2013,328.55,329.1,330.0,322.25,323.95,323.25,324.27,3868407,1254415333.8,66396
TATAMOTORS,EQ,22-Jan-2013,323.25,323.45,324.55,315.3,319.0,318.55,319.33,6037763,1928049448.6,66584
TATAMOTORS,EQ,23-Jan-2013,318.55,317.0,318.7,310.1,313.4,313.05,312.9,7207833,2255353739.9,58823
TATAMOTORS,EQ,24-Jan-2013,313.05,286.7,296.0,281.8,293.9,293.45,291.12,36503670,10626971573.6,322462
TATAMOTORS,EQ,25-Jan-2013,293.45,294.9,304.9,290.15,300.45,301.0,300.57,15381899,4623328806.45,156803
TATAMOTORS,EQ,28-Jan-2013,301.0,301.0,310.2,300.35,308.6,308.55,305.7,10597657,3239729513.5,153827
TATAMOTORS,EQ,29-Jan-2013,308.55,306.0,315.9,303.0,304.05,304.25,308.16,13291908,4096051130.55,124467
TATAMOTORS,EQ,30-Jan-2013,304.25,303.1,304.0,298.15,298.55,299.2,300.71,7935122,2386166528.05,115425
TATAMOTORS,EQ,31-Jan-2013,299.2,297.35,299.8,295.0,297.65,298.0,297.24,6996002,2079504797.55,121318
TATAMOTORS,EQ,01-Feb-2013,298.0,297.8,300.5,268.25,293.0,281.65,284.97,17075881,4866039449.35,133720
TATAMOTORS,EQ,04-Feb-2013,281.65,293.05,296.9,289.4,291.5,292.0,293.15,11067747,3244517185.7,146158
TATAMOTORS,EQ,05-Feb-2013,292.0,289.0,291.35,285.0,287.1,287.2,287.39,6213248,1785638574.7,108766
TATAMOTORS,EQ,06-Feb-2013,287.2,289.8,290.25,284.05,286.5,286.2,286.56,6834888,1958588553.65,106408
TATAMOTORS,EQ,07-Feb-2013,286.2,285.4,290.8,285.3,289.2,288.6,288.47,5701559,1644751421.2,83311
TATAMOTORS,EQ,08-Feb-2013,288.6,292.0,295.2,284.7,285.9,285.4,289.98,9896168,2869714354.65,132224
TATAMOTORS,EQ,11-Feb-2013,285.4,290.0,292.3,288.5,292.25,290.9,290.59,5157388,1498696006.5,47242
